AGLT2	8.5	atlas	5955	23392	25408	198838	215971	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-AGLT2	"AGLT2","AGLT2_CE_2"	10	2012
BNL-ATLAS	12.372	atlas	14096	50238	53385	621539	660466	2012-10-01	2012-10-01	2012-10-01 01:15:05	BNL_ATLAS_1	"BNL_ATLAS_1","BNL_ATLAS_2","BNL_ATLAS_3","BNL_ATLAS_4","BNL_ATLAS_5","BNL_ATLAS_6","BNL_ATLAS_7"	10	2012
BU_ATLAS_Tier2	8.38	atlas	2252	4471	5712	37472	47870	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-NET2	"BU_ATLAS_Tier2","NET2"	10	2012
CIT_CMS_T2	12.944	cms	564	6091	6625	78829	85752	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Caltech	"CIT_CMS_T2","CIT_CMS_T2B"	10	2012
GLOW	9.632	cms	1199	6348	6931	61151	66766	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Wisconsin	"GLOW","GLOW-CMS"	10	2012
GridUNESP_CENTRAL	14.688	alice	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	10	2012
GridUNESP_CENTRAL	14.688	usatlas	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	10	2012
GridUNESP_CENTRAL	14.688	atlas	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	10	2012
GridUNESP_CENTRAL	14.688	uscms	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	10	2012
GridUNESP_CENTRAL	14.688	cms	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	10	2012
HU_ATLAS_Tier2	8.872	atlas	760	13187	13308	116998	118071	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-NET2	"HU_ATLAS_Tier2"	10	2012
LC-glcc	15.68	alice	4324	3258	3984	51078	62470	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-LLNL-ALICE	"LC-glcc"	10	2012
MIT_CMS	7.488	cms	4100	19344	21651	144849	162144	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_MIT	"MIT_CMS","MIT_CMS_2"	10	2012
MWT2	8.712	atlas	3479	35486	36373	309158	316883	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-MWT2	"MWT2","MWT2_CE_IU","MWT2_CE_UC","MWT2_CE_UIUC"	10	2012
NERSC-PDSF	13.92	alice	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-LBNL-ALICE	"NERSC-PDSF"	10	2012
NERSC-PDSF	13.92	usatlas	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-LBNL-ALICE	"NERSC-PDSF"	10	2012
NERSC-PDSF	13.92	atlas	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-LBNL-ALICE	"NERSC-PDSF"	10	2012
NERSC-PDSF	13.92	uscms	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-LBNL-ALICE	"NERSC-PDSF"	10	2012
NERSC-PDSF	13.92	cms	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-LBNL-ALICE	"NERSC-PDSF"	10	2012
Nebraska	10.412	atlas	43	0	1	0	8	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Nebraska	"Nebraska","red-gateway1","red-gateway2"	10	2012
Nebraska	10.412	cms	1132	3190	9312	33195	96944	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Nebraska	"Nebraska","red-gateway1","red-gateway2"	10	2012
OU_OCHEP_SWT2	9.02	atlas	850	5943	6078	53605	54826	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-SWT2	"OU_OCHEP_SWT2"	10	2012
Purdue-Carter	16.4	cms	4	14	93	227	1527	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Purdue	"Purdue-Carter"	10	2012
Purdue-Hansen	8.68	cms	388	2188	10601	18970	92028	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Purdue	"Purdue-Hansen"	10	2012
Purdue-RCAC	12.124	cms	541	1960	2574	23766	31207	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Purdue	"Purdue-RCAC"	10	2012
Purdue-Rossmann	11.24	cms	721	7025	7320	78948	82279	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Purdue	"Purdue-Rossmann"	10	2012
Purdue-Steele	12.784	cms	244	2233	2392	28551	30579	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Purdue	"Purdue-Steele"	10	2012
SPRACE	13.48	cms	485	3824	4243	51535	57203	2012-10-01	2012-10-01	2012-10-01 01:15:05	BR-SP-SPRACE	"SPRACE"	10	2012
SWT2_CPB	8.428	atlas	1474	16127	17444	135921	147019	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-SWT2	"SWT2_CPB"	10	2012
UCSDT2	13.24	cms	701	4944	5229	65464	69249	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_UCSD	"UCSDT2","UCSDT2-B"	10	2012
UFlorida-HPC	9.66	cms	2669	4835	5349	46699	51665	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Florida	"UFlorida-HPC"	10	2012
UFlorida-SSERCA	7.25	alice	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Florida	"UFlorida-SSERCA"	10	2012
UFlorida-SSERCA	7.25	usatlas	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Florida	"UFlorida-SSERCA"	10	2012
UFlorida-SSERCA	7.25	atlas	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Florida	"UFlorida-SSERCA"	10	2012
UFlorida-SSERCA	7.25	uscms	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Florida	"UFlorida-SSERCA"	10	2012
UFlorida-SSERCA	7.25	cms	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	T2_US_Florida	"UFlorida-SSERCA"	10	2012
USCMS-FNAL-WC1	10.264	cms	363	3512	4732	36057	48556	2012-10-01	2012-10-01	2012-10-01 01:15:05	USCMS-FNAL-WC1-CE	"USCMS-FNAL-WC1-CE"	10	2012
UTA_SWT2	11.24	atlas	2028	10653	10731	119740	120624	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-SWT2	"UTA_SWT2"	10	2012
WT2	11.292	alice	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-WT2	"WT2"	10	2012
WT2	11.292	usatlas	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-WT2	"WT2"	10	2012
WT2	11.292	atlas	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-WT2	"WT2"	10	2012
WT2	11.292	uscms	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-WT2	"WT2"	10	2012
WT2	11.292	cms	0	0	0	0	0	2012-10-01	2012-10-01	2012-10-01 01:15:05	US-WT2	"WT2"	10	2012
